sample.namesTrnL
22-S-MTL-20C-trnL
22-S-MTL-21B-trnL
22-S-MTL-22A-trnL
22-S-MTL-23A-trnL
22-S-MTL-24B-trnL
22-S-QC-Q01-trnL
22-S-QC-Q02-trnL
22-S-QC-Q03-trnL
22-S-QC-Q04-trnL
22-S-QC-Q05-trnL
22-S-QC-Q06-trnL
22-S-QC-Q07-trnL
22-S-QC-Q08-trnL
22-S-QC-Q09-trnL
22-S-QC-Q10-trnL
22-S-QC-Q11-trnL
22-S-QC-Q12-trnL
22-S-QC-Q13-trnL
22-S-QC-Q14b-trnL
22-S-QC-Q15-trnL
22-S-QC-Q16-trnL
22-S-QC-Q17-trnL
22-S-QC-Q18-trnL
22-S-QC-Q19-trnL
22-S-QC-Q20-trnL
22-S-QC-Q21-trnL
22-S-QC-Q22-trnL
22-S-QC-Q23-trnL
22-S-QC-Q24-trnL
22-S-QC-Q25-trnL
22-S-SHER-SH01-trnL
22-S-SHER-SH02-trnL
22-S-SHER-SH03-trnL
22-S-SHER-SH04-trnL
22-S-SHER-SH05-trnL
22-S-SHER-SH06-trnL
22-S-SHER-SH07-B-trnL
22-S-SHER-SH07-trnL
22-S-SHER-SH08-trnL
22-S-SHER-SH09-trnL
22-S-SHER-SH10-trnL
22-S-SHER-SH11-trnL
22-S-SHER-SH12-trnL
22-S-SHER-SH13-trnL
22-S-SHER-SH14-trnL
22-S-SHER-SH15-trnL
22-SHER-SH01-T12
22-SHER-SH01-T3
22-SHER-SH01-T5
22-SHER-SH02-T12
22-SHER-SH02-T3
22-SHER-SH02-T5
22-SHER-SH03-T12
22-SHER-SH03-T3
22-SHER-SH03-T4
22-SHER-SH03-T5
22-SHER-SH04-T12
22-SHER-SH04-T3
22-SHER-SH04-T4
22-SHER-SH04-T5
22-SHER-SH05-T12
22-SHER-SH05-T3
22-SHER-SH05-T4
22-SHER-SH05-T5
22-SHER-SH06-T12
22-SHER-SH06-T3
22-SHER-SH06-T4
22-SHER-SH06-T5
22-SHER-SH07-T12
22-SHER-SH07-T3
22-SHER-SH07-T4
22-SHER-SH08-T12
22-SHER-SH08-T3
22-SHER-SH08-T4
22-SHER-SH08-T5
22-SHER-SH09-T12
22-SHER-SH09-T3
22-SHER-SH09-T5
22-SHER-SH10-T12
22-SHER-SH10-T3
22-SHER-SH10-T5
22-SHER-SH11-T12
22-SHER-SH11-T3
22-SHER-SH11-T5
22-SHER-SH12-T12
22-SHER-SH12-T3
22-SHER-SH12-T5
22-SHER-SH13-T12
22-SHER-SH13-T3
22-SHER-SH13-T5
22-SHER-SH14-T12
22-SHER-SH14-T3
22-SHER-SH14-T5
22-SHER-SH15-T12
22-SHER-SH15-T3
22-SHER-SH15-T5
30min-oct-trnL
60min-avr-B-trnL
60min-avr-trnL
60min-oct-trnL
ctrl-neg-PCR-trnl
ctrl-PCR-pos-trnl
oct-B-trnL
